도메인,날짜,지수종류,돈,이동평균_3개월,이동평균_6개월,이동평균_12개월
컴퓨터사무용기계,1995-05-01,계절조정지수 (2020=100),18.6,17.26666666666667,,
컴퓨터사무용기계,1995-06-01,원지수 (2020=100),19.4,18.7,,
컴퓨터사무용기계,1995-06-01,계절조정지수 (2020=100),19.7,18.5,,
컴퓨터사무용기계,1995-07-01,원지수 (2020=100),18.4,18.866666666666667,17.966666666666665,
컴퓨터사무용기계,1995-07-01,계절조정지수 (2020=100),19.7,19.333333333333332,17.816666666666666,
컴퓨터사무용기계,1995-08-01,원지수 (2020=100),17.5,18.433333333333334,18.333333333333332,
컴퓨터사무용기계,1995-08-01,계절조정지수 (2020=100),18.5,19.3,18.28333333333333,
컴퓨터사무용기계,1995-09-01,원지수 (2020=100),17.1,17.666666666666668,18.183333333333334,
컴퓨터사무용기계,1995-09-01,계절조정지수 (2020=100),19.2,19.133333333333336,18.816666666666666,
컴퓨터사무용기계,1995-10-01,원지수 (2020=100),18.4,17.666666666666668,18.266666666666666,
컴퓨터사무용기계,1995-10-01,계절조정지수 (2020=100),19.4,19.03333333333333,19.183333333333334,
컴퓨터사무용기계,1995-11-01,원지수 (2020=100),20.5,18.666666666666668,18.55,
컴퓨터사무용기계,1995-11-01,계절조정지수 (2020=100),20.2,19.599999999999998,19.45,
컴퓨터사무용기계,1995-12-01,원지수 (2020=100),23.4,20.766666666666666,19.21666666666667,
컴퓨터사무용기계,1995-12-01,계절조정지수 (2020=100),20.6,20.066666666666666,19.599999999999998,
컴퓨터사무용기계,1996-01-01,원지수 (2020=100),18.5,20.8,19.233333333333334,18.599999999999998
컴퓨터사무용기계,1996-01-01,계절조정지수 (2020=100),18.2,19.666666666666668,19.35,18.583333333333332
컴퓨터사무용기계,1996-02-01,원지수 (2020=100),24.7,22.2,20.433333333333334,19.383333333333333
컴퓨터사무용기계,1996-02-01,계절조정지수 (2020=100),25.4,21.400000000000002,20.499999999999996,19.39166666666667
컴퓨터사무용기계,1996-03-01,원지수 (2020=100),25.8,23.0,21.883333333333336,20.03333333333333
컴퓨터사무용기계,1996-03-01,계절조정지수 (2020=100),23.2,22.266666666666666,21.166666666666668,19.991666666666667
컴퓨터사무용기계,1996-04-01,원지수 (2020=100),25.0,25.166666666666668,22.983333333333334,20.625
컴퓨터사무용기계,1996-04-01,계절조정지수 (2020=100),24.1,24.23333333333333,21.95,20.566666666666666
컴퓨터사무용기계,1996-05-01,원지수 (2020=100),24.2,25.0,23.599999999999998,21.075
컴퓨터사무용기계,1996-05-01,계절조정지수 (2020=100),24.1,23.8,22.600000000000005,21.025000000000002
컴퓨터사무용기계,1996-06-01,원지수 (2020=100),24.5,24.566666666666666,23.78333333333333,21.5
컴퓨터사무용기계,1996-06-01,계절조정지수 (2020=100),25.0,24.400000000000002,23.333333333333332,21.46666666666667
컴퓨터사무용기계,1996-07-01,원지수 (2020=100),22.3,23.666666666666668,24.416666666666668,21.825000000000003
컴퓨터사무용기계,1996-07-01,계절조정지수 (2020=100),23.6,24.233333333333334,24.233333333333334,21.791666666666668
컴퓨터사무용기계,1996-08-01,원지수 (2020=100),24.8,23.866666666666664,24.433333333333334,22.433333333333334
컴퓨터사무용기계,1996-08-01,계절조정지수 (2020=100),26.2,24.933333333333334,24.36666666666667,22.433333333333334
컴퓨터사무용기계,1996-09-01,원지수 (2020=100),20.9,22.666666666666668,23.616666666666664,22.75
컴퓨터사무용기계,1996-09-01,계절조정지수 (2020=100),24.0,24.599999999999998,24.5,22.833333333333332
컴퓨터사무용기계,1996-10-01,원지수 (2020=100),23.5,23.066666666666666,23.366666666666664,23.175
컴퓨터사무용기계,1996-10-01,계절조정지수 (2020=100),24.5,24.900000000000002,24.566666666666666,23.258333333333336
컴퓨터사무용기계,1996-11-01,원지수 (2020=100),24.2,22.866666666666664,23.366666666666664,23.483333333333334
컴퓨터사무용기계,1996-11-01,계절조정지수 (2020=100),23.8,24.099999999999998,24.516666666666666,23.558333333333334
컴퓨터사무용기계,1996-12-01,원지수 (2020=100),29.4,25.7,24.183333333333334,23.98333333333333
컴퓨터사무용기계,1996-12-01,계절조정지수 (2020=100),25.8,24.7,24.650000000000002,23.991666666666664
컴퓨터사무용기계,1997-01-01,원지수 (2020=100),25.4,26.333333333333332,24.7,24.558333333333334
컴퓨터사무용기계,1997-01-01,계절조정지수 (2020=100),25.0,24.866666666666664,24.883333333333336,24.558333333333334
컴퓨터사무용기계,1997-02-01,원지수 (2020=100),22.8,25.866666666666664,24.366666666666664,24.400000000000002
컴퓨터사무용기계,1997-02-01,계절조정지수 (2020=100),23.9,24.900000000000002,24.5,24.433333333333337
컴퓨터사무용기계,1997-03-01,원지수 (2020=100),27.7,25.3,25.5,24.558333333333334
컴퓨터사무용기계,1997-03-01,계절조정지수 (2020=100),24.8,24.566666666666666,24.633333333333336,24.566666666666663
컴퓨터사무용기계,1997-04-01,원지수 (2020=100),26.2,25.566666666666666,25.95,24.65833333333333
컴퓨터사무용기계,1997-04-01,계절조정지수 (2020=100),24.8,24.5,24.683333333333334,24.625
컴퓨터사무용기계,1997-05-01,원지수 (2020=100),25.2,26.366666666666664,26.11666666666667,24.741666666666664
컴퓨터사무용기계,1997-05-01,계절조정지수 (2020=100),25.5,25.03333333333333,24.966666666666665,24.741666666666664
컴퓨터사무용기계,1997-06-01,원지수 (2020=100),24.1,25.166666666666668,25.233333333333334,24.708333333333332
컴퓨터사무용기계,1997-06-01,계절조정지수 (2020=100),24.6,24.96666666666667,24.766666666666666,24.708333333333332
컴퓨터사무용기계,1997-07-01,원지수 (2020=100),23.8,24.366666666666664,24.96666666666667,24.833333333333332
컴퓨터사무용기계,1997-07-01,계절조정지수 (2020=100),25.3,25.133333333333336,24.816666666666666,24.850000000000005
컴퓨터사무용기계,1997-08-01,원지수 (2020=100),22.6,23.5,24.933333333333334,24.650000000000002
컴퓨터사무용기계,1997-08-01,계절조정지수 (2020=100),24.3,24.733333333333334,24.883333333333336,24.691666666666663
컴퓨터사무용기계,1997-09-01,원지수 (2020=100),21.2,22.53333333333333,23.849999999999998,24.674999999999997
컴퓨터사무용기계,1997-09-01,계절조정지수 (2020=100),23.9,24.5,24.733333333333334,24.683333333333334
컴퓨터사무용기계,1997-10-01,원지수 (2020=100),24.9,22.900000000000002,23.633333333333336,24.791666666666668
컴퓨터사무용기계,1997-10-01,계절조정지수 (2020=100),25.8,24.666666666666668,24.900000000000002,24.791666666666668
컴퓨터사무용기계,1997-11-01,원지수 (2020=100),25.2,23.766666666666666,23.633333333333336,24.875
컴퓨터사무용기계,1997-11-01,계절조정지수 (2020=100),25.2,24.96666666666667,24.849999999999998,24.908333333333335
컴퓨터사무용기계,1997-12-01,원지수 (2020=100),27.5,25.866666666666664,24.2,24.71666666666667
컴퓨터사무용기계,1997-12-01,계절조정지수 (2020=100),24.0,25.0,24.75,24.758333333333336
컴퓨터사무용기계,1998-01-01,원지수 (2020=100),23.4,25.366666666666664,24.133333333333336,24.549999999999997
컴퓨터사무용기계,1998-01-01,계절조정지수 (2020=100),24.1,24.433333333333334,24.549999999999997,24.683333333333334
컴퓨터사무용기계,1998-02-01,원지수 (2020=100),22.6,24.5,24.13333333333333,24.53333333333333
컴퓨터사무용기계,1998-02-01,계절조정지수 (2020=100),23.1,23.733333333333334,24.349999999999998,24.616666666666664
컴퓨터사무용기계,1998-03-01,원지수 (2020=100),21.5,22.5,24.183333333333334,24.016666666666666
컴퓨터사무용기계,1998-03-01,계절조정지수 (2020=100),18.9,22.03333333333333,23.516666666666666,24.125
컴퓨터사무용기계,1998-04-01,원지수 (2020=100),18.6,20.900000000000002,23.133333333333336,23.383333333333336
컴퓨터사무용기계,1998-04-01,계절조정지수 (2020=100),17.5,19.833333333333332,22.13333333333333,23.516666666666666
컴퓨터사무용기계,1998-05-01,원지수 (2020=100),16.1,18.733333333333334,21.616666666666664,22.625
컴퓨터사무용기계,1998-05-01,계절조정지수 (2020=100),16.4,17.599999999999998,20.666666666666668,22.758333333333336
컴퓨터사무용기계,1998-06-01,원지수 (2020=100),14.3,16.333333333333332,19.416666666666668,21.808333333333334
컴퓨터사무용기계,1998-06-01,계절조정지수 (2020=100),14.6,16.166666666666668,19.1,21.924999999999997
컴퓨터사무용기계,1998-07-01,원지수 (2020=100),15.4,15.266666666666667,18.083333333333336,21.108333333333334
컴퓨터사무용기계,1998-07-01,계절조정지수 (2020=100),16.4,15.799999999999997,17.816666666666666,21.183333333333334
컴퓨터사무용기계,1998-08-01,원지수 (2020=100),14.7,14.799999999999999,16.766666666666666,20.45
컴퓨터사무용기계,1998-08-01,계절조정지수 (2020=100),15.8,15.6,16.599999999999998,20.474999999999998
컴퓨터사무용기계,1998-09-01,원지수 (2020=100),18.8,16.3,16.316666666666666,20.25
컴퓨터사무용기계,1998-09-01,계절조정지수 (2020=100),20.4,17.53333333333333,16.849999999999998,20.183333333333334
컴퓨터사무용기계,1998-10-01,원지수 (2020=100),19.4,17.633333333333336,16.45,19.791666666666668
컴퓨터사무용기계,1998-10-01,계절조정지수 (2020=100),20.4,18.866666666666664,17.333333333333332,19.733333333333334
컴퓨터사무용기계,1998-11-01,원지수 (2020=100),25.3,21.166666666666668,17.98333333333333,19.8
컴퓨터사무용기계,1998-11-01,계절조정지수 (2020=100),25.4,22.066666666666663,18.833333333333332,19.749999999999996
컴퓨터사무용기계,1998-12-01,원지수 (2020=100),30.1,24.933333333333337,20.616666666666667,20.016666666666666
컴퓨터사무용기계,1998-12-01,계절조정지수 (2020=100),25.8,23.866666666666664,20.7,19.9
컴퓨터사무용기계,1999-01-01,원지수 (2020=100),30.2,28.533333333333335,23.083333333333332,20.583333333333332
컴퓨터사무용기계,1999-01-01,계절조정지수 (2020=100),30.4,27.2,23.03333333333333,20.425
컴퓨터사무용기계,1999-02-01,원지수 (2020=100),29.1,29.8,25.483333333333334,21.125
컴퓨터사무용기계,1999-02-01,계절조정지수 (2020=100),31.1,29.099999999999998,25.583333333333332,21.091666666666665
